sn,fault_time,msg_feature,server_model
SERVER_21868,2020-08-16 14:21:00,"[[981, 258, 4, 72, 13, 8], [985, 986, 9, 72, 2, 7], [982, 242, 4, 59, 10, 7], [982, 243, 4, 59, 1, 0], [985, 986, 4, 59, 1, 0], [991, 132, 4, 57, 10, 7], [984, 132, 4, 57, 10, 7], [997, 161, 4, 57, 1, 0], [997, 293, 4, 57, 1, 0], [989, 394, 4, 54, 9, 7], [983, 255, 4, 53, 9, 7], [988, 189, 4, 53, 2, 7], [988, 290, 4, 53, 2, 7], [988, 290, 9, 53, 2, 7], [988, 189, 9, 53, 2, 7]]",75
SERVER_21911,2020-09-16 08:47:00,"[[985, 986, 4, 80, 1, 0], [981, 258, 4, 80, 15, 8], [985, 986, 9, 80, 1, 0], [982, 242, 4, 79, 13, 8], [984, 132, 4, 79, 13, 8], [991, 132, 4, 79, 13, 8], [997, 293, 4, 79, 1, 0], [997, 161, 4, 79, 1, 0], [988, 189, 4, 79, 4, 8], [988, 290, 4, 79, 4, 8], [988, 189, 9, 79, 4, 8], [988, 290, 9, 79, 4, 8], [989, 394, 4, 78, 13, 8], [983, 255, 4, 78, 13, 8]]",75
SERVER_22094,2020-06-05 16:14:00,"[[984, 132, 4, 94, 1, 0], [991, 132, 4, 94, 1, 0], [991, 132, 9, 94, 1, 0], [984, 132, 9, 94, 1, 0], [985, 986, 4, 94, 4, 9], [981, 258, 4, 94, 6, 9], [985, 986, 9, 94, 4, 9], [982, 242, 4, 94, 4, 9]]",75
SERVER_22418,2020-10-22 06:05:00,"[[991, 132, 4, 70, 1, 0], [984, 132, 4, 70, 1, 0], [985, 986, 4, 69, 1, 0], [991, 132, 9, 69, 1, 0], [984, 132, 9, 69, 1, 0], [981, 258, 4, 68, 2, 5], [985, 986, 9, 68, 1, 0], [982, 242, 4, 66, 1, 0]]",75
SERVER_22314,2020-10-12 07:57:00,"[[985, 986, 4, 39, 4, 7], [985, 986, 9, 37, 4, 7], [981, 258, 4, 37, 7, 7], [982, 242, 4, 34, 4, 7]]",75
SERVER_22386,2020-01-15 21:41:00,"[[984, 132, 4, 78, 1, 0], [991, 132, 4, 78, 1, 0], [985, 986, 4, 77, 5, 8], [984, 132, 9, 77, 1, 0], [991, 132, 9, 77, 1, 0], [981, 258, 4, 76, 8, 8], [985, 986, 9, 76, 5, 8], [982, 242, 4, 76, 5, 7], [989, 394, 4, 74, 3, 6]]",75
SERVER_21996,2020-05-23 12:17:00,"[[983, 255, 4, 94, 6, 5], [984, 132, 4, 94, 4, 5], [991, 132, 4, 94, 1, 0]]",75
SERVER_22445,2020-02-02 17:09:00,"[[985, 986, 4, 48, 4, 7], [981, 258, 4, 47, 7, 7], [985, 986, 9, 47, 4, 7], [982, 242, 4, 32, 4, 7]]",75
SERVER_22194,2020-11-13 20:03:00,"[[985, 986, 4, 72, 1, 0], [985, 986, 9, 72, 1, 0], [981, 258, 4, 72, 14, 8], [982, 242, 4, 71, 11, 7], [979, 132, 0, 70, 10, 7], [980, 132, 0, 70, 10, 7], [987, 394, 4, 69, 9, 7], [994, 255, 0, 69, 9, 7], [989, 394, 4, 65, 10, 7], [983, 255, 4, 65, 10, 7], [991, 132, 4, 64, 10, 7], [984, 132, 4, 64, 10, 7], [988, 189, 283, 49, 1, 0], [988, 290, 4, 49, 1, 0], [988, 189, 4, 49, 1, 0], [988, 290, 291, 49, 1, 0], [988, 189, 998, 49, 1, 0], [988, 290, 9, 49, 1, 0], [988, 189, 9, 49, 1, 0], [988, 290, 995, 49, 1, 0]]",75
SERVER_22378,2020-04-02 02:11:00,"[[982, 242, 4, 73, 9, 8], [981, 258, 4, 73, 11, 8], [984, 132, 4, 73, 9, 8], [991, 132, 4, 73, 9, 8], [989, 394, 4, 72, 8, 7], [983, 255, 4, 71, 8, 7], [988, 189, 4, 71, 1, 0], [988, 290, 4, 71, 1, 0], [988, 290, 9, 71, 1, 0], [988, 189, 9, 71, 1, 0]]",75
SERVER_21939,2020-06-30 17:29:00,"[[991, 132, 4, 79, 15, 8], [984, 132, 4, 79, 15, 8], [983, 255, 4, 78, 15, 8], [981, 258, 4, 78, 17, 8], [982, 242, 4, 78, 15, 8], [989, 394, 4, 71, 8, 7], [988, 290, 4, 36, 2, 5], [988, 189, 4, 36, 2, 5], [988, 189, 9, 36, 2, 5], [988, 290, 9, 36, 2, 5]]",75
SERVER_21893,2020-08-31 14:42:00,"[[985, 986, 4, 78, 1, 0], [981, 258, 4, 78, 12, 8], [985, 986, 9, 78, 1, 0], [982, 242, 4, 76, 10, 8], [991, 132, 4, 76, 10, 8], [984, 132, 4, 76, 10, 8], [988, 189, 4, 76, 2, 8], [988, 290, 4, 76, 2, 8], [988, 290, 9, 76, 2, 8], [997, 293, 4, 76, 1, 0], [988, 189, 9, 76, 2, 8], [997, 161, 4, 76, 1, 0], [989, 394, 4, 75, 10, 8], [983, 255, 4, 75, 9, 8]]",75
SERVER_21754,2020-03-28 00:40:00,"[[981, 258, 4, 58, 12, 7], [983, 255, 4, 58, 10, 7], [982, 242, 4, 58, 9, 7], [984, 132, 4, 57, 8, 7], [991, 132, 4, 57, 8, 7], [989, 394, 4, 51, 4, 7]]",75
SERVER_22075,2020-10-31 23:08:00,"[[991, 132, 4, 70, 1, 0], [984, 132, 4, 70, 1, 0], [985, 986, 4, 69, 1, 0], [984, 132, 9, 69, 1, 0], [991, 132, 9, 69, 1, 0], [985, 986, 9, 68, 1, 0], [981, 258, 4, 68, 2, 6], [982, 242, 4, 54, 1, 0]]",75
SERVER_21673,2020-03-21 08:17:00,"[[985, 986, 4, 80, 1, 0], [985, 986, 9, 80, 1, 0], [981, 258, 4, 80, 15, 8], [982, 242, 4, 77, 13, 8], [980, 132, 4, 77, 13, 8], [979, 132, 4, 77, 13, 8], [987, 394, 4, 76, 12, 8], [994, 255, 4, 76, 12, 8], [988, 290, 4, 74, 4, 7], [988, 189, 4, 74, 4, 7], [988, 290, 9, 74, 4, 7], [988, 189, 9, 74, 4, 7]]",75
SERVER_22446,2020-11-24 02:04:00,"[[985, 986, 4, 65, 1, 0], [981, 258, 4, 65, 13, 7], [985, 986, 9, 65, 1, 0], [982, 242, 4, 61, 10, 7], [984, 132, 4, 60, 10, 7], [991, 132, 4, 60, 10, 7], [988, 290, 4, 60, 2, 7], [988, 189, 4, 60, 2, 7], [988, 290, 9, 60, 2, 7], [988, 189, 9, 60, 2, 7], [989, 394, 4, 55, 10, 7], [983, 255, 4, 54, 9, 7]]",75
SERVER_21949,2020-06-30 22:18:00,"[[984, 132, 4, 81, 1, 0], [991, 132, 4, 81, 1, 0]]",75
SERVER_22061,2020-07-24 09:14:00,"[[984, 132, 4, 76, 1, 0], [991, 132, 4, 76, 1, 0], [982, 242, 4, 75, 2, 7], [981, 258, 4, 75, 4, 7], [985, 986, 4, 75, 2, 7], [984, 132, 9, 75, 1, 0], [991, 132, 9, 75, 1, 0], [985, 986, 9, 74, 2, 7]]",75
SERVER_22176,2020-06-27 05:43:00,"[[985, 986, 4, 77, 1, 0], [981, 258, 4, 77, 2, 4], [985, 986, 9, 77, 1, 0], [982, 242, 4, 76, 1, 0], [991, 132, 4, 76, 1, 0], [984, 132, 4, 76, 1, 0], [997, 161, 4, 76, 1, 0], [997, 293, 4, 76, 1, 0], [997, 161, 9, 76, 1, 0], [997, 293, 9, 76, 1, 0]]",75
SERVER_21677,2020-02-19 03:41:00,"[[983, 255, 4, 80, 1, 0], [991, 132, 4, 80, 1, 0], [984, 132, 4, 80, 1, 0]]",75
SERVER_21887,2020-11-13 20:03:00,"[[985, 986, 4, 66, 1, 0], [985, 986, 9, 66, 1, 0], [981, 258, 4, 66, 14, 7], [982, 242, 4, 65, 10, 7], [991, 132, 4, 64, 10, 7], [984, 132, 4, 64, 10, 7], [997, 293, 4, 64, 1, 0], [997, 161, 4, 64, 1, 0], [989, 394, 4, 57, 10, 7], [983, 255, 4, 57, 10, 7], [988, 290, 4, 56, 2, 7], [988, 189, 4, 56, 2, 7], [988, 290, 9, 56, 2, 7], [988, 189, 9, 56, 2, 7]]",75
SERVER_22223,2020-07-27 15:14:00,"[[985, 986, 4, 79, 1, 0], [981, 258, 4, 78, 2, 6], [985, 986, 9, 78, 1, 0], [982, 242, 4, 75, 1, 0], [1201, 349, 4, 75, 1, 0], [991, 132, 4, 74, 1, 0], [984, 132, 4, 74, 1, 0], [997, 161, 4, 74, 1, 0], [997, 293, 4, 74, 1, 0], [997, 293, 9, 74, 1, 0], [997, 161, 9, 74, 1, 0]]",75
SERVER_22010,2020-08-27 12:43:00,"[[991, 132, 4, 77, 1, 0], [984, 132, 4, 77, 1, 0], [985, 986, 4, 76, 2, 8], [991, 132, 9, 76, 1, 0], [984, 132, 9, 76, 1, 0], [981, 258, 4, 75, 3, 8], [985, 986, 9, 75, 2, 8], [982, 242, 4, 75, 2, 8]]",75
SERVER_22340,2020-08-06 02:42:00,"[[985, 986, 4, 37, 1, 0], [985, 986, 9, 34, 1, 0], [981, 258, 4, 34, 2, 1], [982, 242, 4, 34, 1, 0]]",75
SERVER_22414,2020-07-27 06:46:00,"[[985, 986, 4, 82, 1, 0], [985, 986, 9, 82, 1, 0], [981, 258, 4, 82, 3, 6], [982, 242, 4, 81, 2, 5], [984, 132, 4, 81, 2, 5], [991, 132, 4, 81, 2, 5], [989, 394, 4, 80, 1, 0], [983, 255, 4, 80, 1, 0], [988, 290, 4, 80, 1, 0], [988, 189, 4, 80, 1, 0], [988, 189, 9, 80, 1, 0], [988, 290, 9, 80, 1, 0]]",75
SERVER_22006,2020-09-29 10:42:00,"[[980, 132, 0, 79, 1, 0], [984, 132, 4, 79, 1, 0], [991, 132, 4, 79, 1, 0], [979, 132, 0, 79, 1, 0]]",75
SERVER_21612,2020-02-07 11:15:00,"[[984, 132, 4, 76, 1, 0], [991, 132, 4, 76, 1, 0], [985, 986, 4, 75, 2, 8], [991, 132, 9, 75, 1, 0], [984, 132, 9, 75, 1, 0], [981, 258, 4, 74, 3, 8], [985, 986, 9, 74, 2, 8], [982, 242, 4, 73, 2, 7]]",75
SERVER_22418,2020-08-29 13:50:00,"[[985, 986, 4, 37, 3, 7], [981, 258, 4, 34, 4, 7], [985, 986, 9, 34, 3, 7], [982, 242, 4, 32, 3, 7]]",75
SERVER_21869,2020-11-15 14:11:00,"[[985, 986, 4, 74, 1, 0], [985, 986, 9, 74, 1, 0], [981, 258, 4, 74, 14, 8], [982, 242, 4, 65, 10, 7], [991, 132, 4, 64, 10, 7], [984, 132, 4, 64, 10, 7], [989, 394, 4, 57, 10, 7], [983, 255, 4, 57, 10, 7], [988, 189, 4, 49, 2, 7], [988, 290, 4, 49, 2, 7], [988, 189, 9, 49, 2, 7], [988, 290, 9, 49, 2, 7]]",75
SERVER_22310,2020-04-24 16:09:00,"[[984, 132, 4, 81, 1, 0], [980, 132, 4, 81, 1, 0], [979, 132, 4, 81, 1, 0], [991, 132, 4, 81, 1, 0], [994, 255, 4, 62, 3, 5], [982, 242, 4, 62, 1, 0], [981, 258, 4, 62, 2, 1], [983, 255, 4, 62, 3, 5]]",75
SERVER_22026,2020-05-25 10:18:00,"[[979, 132, 0, 87, 1, 0], [991, 132, 4, 87, 1, 0], [980, 132, 0, 87, 1, 0], [984, 132, 4, 87, 1, 0]]",75
SERVER_21867,2020-10-17 04:38:00,"[[981, 258, 4, 51, 7, 7], [985, 986, 9, 51, 2, 7], [982, 242, 4, 33, 5, 7], [985, 986, 4, 32, 1, 0], [984, 132, 4, 32, 4, 7], [991, 132, 4, 32, 4, 7], [989, 394, 4, 26, 3, 6], [983, 255, 4, 26, 3, 6]]",75
SERVER_21594,2020-02-18 05:20:00,"[[984, 132, 4, 80, 1, 0], [991, 132, 4, 80, 1, 0], [985, 986, 4, 79, 3, 8], [991, 132, 9, 79, 1, 0], [984, 132, 9, 79, 1, 0], [985, 986, 9, 79, 3, 8], [981, 258, 4, 79, 4, 8], [982, 242, 4, 74, 3, 7]]",75
SERVER_22129,2020-07-17 22:47:00,"[[782, 23, 4, 100, 5, 9], [782, 23, 4, 100, 5, 9], [782, 23, 4, 98, 5, 9], [782, 23, 4, 88, 5, 9]]",75
SERVER_22268,2020-06-20 04:54:00,"[[985, 986, 4, 38, 4, 7], [985, 986, 9, 36, 4, 7], [981, 258, 4, 36, 6, 7], [982, 242, 4, 33, 4, 7]]",75
SERVER_22118,2020-08-13 08:11:00,"[[985, 986, 9, 73, 2, 5], [981, 258, 4, 73, 15, 8], [982, 242, 4, 72, 12, 7], [982, 243, 4, 72, 1, 0], [985, 986, 4, 72, 1, 0], [984, 132, 4, 71, 11, 7], [991, 132, 4, 71, 11, 7], [989, 394, 4, 70, 11, 7], [983, 255, 4, 70, 11, 7], [988, 189, 4, 70, 2, 7], [988, 290, 4, 70, 2, 7], [988, 290, 9, 70, 2, 7], [988, 189, 9, 70, 2, 7]]",75
SERVER_21622,2020-04-14 16:00:00,"[[984, 132, 4, 74, 1, 0], [991, 132, 4, 74, 1, 0], [985, 986, 4, 73, 1, 0], [984, 132, 9, 73, 1, 0], [991, 132, 9, 73, 1, 0], [985, 986, 9, 73, 1, 0], [981, 258, 4, 73, 2, 7], [982, 242, 4, 60, 1, 0]]",75
SERVER_21595,2020-03-03 08:21:00,"[[991, 132, 4, 82, 1, 0], [984, 132, 4, 82, 1, 0], [985, 986, 4, 82, 3, 8], [991, 132, 9, 82, 1, 0], [984, 132, 9, 82, 1, 0], [985, 986, 9, 82, 3, 8], [981, 258, 4, 82, 4, 8], [982, 242, 4, 78, 3, 7]]",75
SERVER_21806,2020-06-26 08:12:00,"[[985, 986, 4, 80, 1, 0], [985, 986, 9, 79, 1, 0], [981, 258, 4, 79, 11, 8], [982, 242, 4, 76, 9, 8], [984, 132, 4, 76, 9, 8], [991, 132, 4, 76, 9, 8], [988, 290, 4, 76, 2, 7], [988, 189, 4, 76, 2, 7], [997, 161, 4, 76, 1, 0], [997, 293, 4, 76, 1, 0], [988, 189, 9, 76, 2, 7], [988, 290, 9, 76, 2, 7], [989, 394, 4, 75, 8, 8], [983, 255, 4, 75, 7, 8]]",75
SERVER_21910,2020-11-11 19:38:00,"[[985, 986, 4, 50, 1, 0], [981, 258, 4, 50, 12, 7], [985, 986, 9, 50, 1, 0], [982, 242, 4, 49, 8, 7], [984, 132, 4, 49, 8, 7], [991, 132, 4, 49, 8, 7], [997, 293, 4, 49, 1, 0], [997, 161, 4, 49, 1, 0], [989, 394, 4, 46, 7, 7], [983, 255, 4, 46, 7, 7], [988, 189, 4, 15, 1, 0], [988, 290, 4, 15, 1, 0], [988, 189, 9, 14, 1, 0], [988, 290, 9, 14, 1, 0]]",75
SERVER_21778,2020-09-20 21:12:00,"[[981, 258, 4, 97, 11, 9], [982, 243, 4, 97, 3, 9], [991, 132, 9, 97, 1, 0], [980, 132, 0, 97, 1, 0], [984, 132, 9, 97, 1, 0], [979, 132, 0, 97, 1, 0], [983, 255, 4, 97, 4, 7], [982, 242, 4, 97, 4, 7], [994, 255, 0, 97, 4, 7], [981, 258, 4, 79, 3, 5], [982, 242, 4, 79, 1, 0], [994, 255, 0, 79, 1, 0], [980, 132, 0, 79, 3, 5], [982, 243, 4, 79, 1, 0], [979, 132, 0, 79, 1, 0]]",75
SERVER_21945,2020-06-18 07:27:00,"[[985, 986, 4, 70, 5, 7], [985, 986, 9, 69, 5, 7], [981, 258, 4, 69, 9, 7], [982, 242, 4, 51, 5, 5], [983, 255, 4, 50, 1, 0]]",75
SERVER_22426,2020-04-18 10:07:00,"[[982, 242, 4, 69, 2, 5], [981, 258, 4, 69, 3, 5], [994, 255, 4, 69, 2, 5], [983, 255, 4, 69, 4, 7]]",75
SERVER_22249,2020-04-02 18:13:00,"[[984, 132, 4, 77, 1, 0], [991, 132, 4, 77, 1, 0], [991, 132, 9, 76, 1, 0], [984, 132, 9, 76, 1, 0], [985, 986, 4, 76, 1, 0], [981, 258, 4, 75, 2, 4], [985, 986, 9, 75, 1, 0], [982, 242, 4, 75, 1, 0]]",75
SERVER_21730,2020-07-23 23:15:00,"[[991, 132, 4, 92, 1, 0], [984, 132, 4, 92, 1, 0], [991, 132, 9, 91, 1, 0], [985, 986, 4, 91, 1, 0], [984, 132, 9, 91, 1, 0], [985, 986, 9, 91, 1, 0], [981, 258, 4, 91, 2, 7], [982, 242, 4, 91, 1, 0]]",75
SERVER_22149,2020-01-29 10:41:00,"[[782, 23, 4, 86, 1, 0], [984, 132, 4, 76, 1, 0], [991, 132, 4, 76, 1, 0], [991, 132, 9, 75, 1, 0], [984, 132, 9, 75, 1, 0], [985, 986, 4, 75, 12, 8], [981, 258, 4, 75, 15, 8], [985, 986, 9, 75, 12, 8], [982, 242, 4, 73, 12, 8], [989, 394, 4, 71, 12, 7]]",75
SERVER_22041,2020-05-12 16:10:00,"[[988, 189, 9, 82, 5, 7], [988, 189, 4, 82, 4, 7], [988, 290, 4, 82, 4, 7], [988, 290, 9, 82, 4, 7], [989, 394, 4, 81, 10, 7], [981, 258, 4, 81, 14, 7], [982, 242, 4, 81, 11, 7], [983, 255, 4, 81, 12, 7], [984, 132, 4, 81, 10, 7], [991, 132, 4, 81, 10, 7]]",75
SERVER_21832,2020-06-26 19:43:00,"[[985, 986, 4, 75, 1, 0], [985, 986, 9, 74, 1, 0], [981, 258, 4, 74, 9, 7], [982, 242, 4, 73, 5, 7], [980, 132, 4, 73, 5, 7], [979, 132, 4, 73, 5, 7], [987, 394, 4, 72, 4, 7], [994, 255, 4, 72, 4, 7]]",75
SERVER_21860,2020-08-20 16:59:00,"[[985, 986, 4, 49, 8, 7], [985, 986, 9, 47, 8, 7], [981, 258, 4, 47, 11, 7], [982, 242, 4, 33, 8, 7]]",75
SERVER_21744,2020-08-03 15:40:00,"[[981, 258, 4, 82, 14, 7], [985, 986, 9, 82, 2, 6], [982, 242, 4, 81, 11, 7], [982, 243, 4, 81, 1, 0], [985, 986, 4, 81, 1, 0], [991, 132, 4, 81, 11, 7], [984, 132, 4, 81, 11, 7], [989, 394, 4, 80, 10, 7], [983, 255, 4, 80, 10, 7]]",75
SERVER_21858,2020-09-04 19:31:00,"[[981, 258, 4, 31, 2, 5], [982, 243, 4, 28, 1, 0]]",75
SERVER_21691,2020-10-22 19:33:00,"[[985, 986, 4, 72, 1, 0], [985, 986, 9, 72, 1, 0], [981, 258, 4, 72, 3, 7], [982, 242, 4, 52, 2, 5], [1005, 132, 9, 52, 2, 5], [991, 132, 4, 52, 1, 0], [984, 132, 4, 52, 1, 0], [997, 161, 4, 52, 1, 0], [997, 293, 4, 52, 1, 0], [989, 394, 4, 50, 1, 0]]",75
SERVER_21680,2020-09-22 04:04:00,"[[985, 986, 4, 39, 2, 6], [981, 258, 4, 36, 4, 6], [985, 986, 9, 36, 2, 6], [982, 242, 4, 30, 2, 5]]",75
SERVER_22027,2020-09-01 08:11:00,"[[983, 255, 4, 91, 1, 0], [984, 132, 4, 77, 1, 0], [991, 132, 4, 77, 1, 0], [985, 986, 4, 75, 2, 8], [991, 132, 9, 75, 1, 0], [984, 132, 9, 75, 1, 0], [985, 986, 9, 75, 2, 8], [981, 258, 4, 75, 4, 8], [982, 242, 4, 74, 2, 8]]",75
SERVER_22222,2020-11-01 04:43:00,"[[782, 23, 4, 31, 19, 6]]",75
SERVER_22238,2020-08-16 18:17:00,"[[782, 23, 4, 100, 3, 9], [782, 23, 4, 97, 6, 9], [782, 23, 4, 85, 1, 0], [991, 132, 4, 81, 1, 0], [984, 132, 4, 81, 1, 0], [985, 986, 4, 80, 4, 8], [991, 132, 9, 80, 1, 0], [984, 132, 9, 80, 1, 0], [981, 258, 4, 80, 6, 8], [985, 986, 9, 80, 4, 8], [982, 242, 4, 79, 4, 8], [989, 394, 4, 16, 2, 5]]",75
SERVER_22004,2020-09-02 19:10:00,"[[991, 132, 4, 75, 1, 0], [984, 132, 4, 75, 1, 0]]",75
SERVER_22447,2020-07-28 14:56:00,"[[983, 255, 4, 68, 2, 6], [984, 132, 4, 68, 1, 0], [991, 132, 4, 68, 1, 0], [981, 258, 4, 60, 2, 1], [982, 242, 4, 60, 1, 0]]",75
SERVER_22074,2020-02-16 21:20:00,"[[991, 132, 4, 79, 1, 0], [984, 132, 4, 79, 1, 0], [985, 986, 4, 79, 3, 8], [991, 132, 9, 79, 1, 0], [984, 132, 9, 79, 1, 0], [985, 986, 9, 78, 3, 8], [981, 258, 4, 78, 4, 8], [982, 242, 4, 76, 3, 7]]",75
SERVER_22287,2020-02-10 19:15:00,"[[991, 132, 4, 78, 1, 0], [984, 132, 4, 78, 1, 0], [985, 986, 4, 77, 2, 8], [984, 132, 9, 77, 1, 0], [991, 132, 9, 77, 1, 0], [981, 258, 4, 76, 3, 8], [985, 986, 9, 76, 2, 8], [982, 242, 4, 74, 2, 7]]",75
SERVER_21866,2020-05-05 15:16:00,"[[984, 132, 4, 82, 12, 8], [988, 189, 4, 82, 2, 7], [988, 189, 9, 82, 2, 7], [988, 290, 4, 82, 2, 7], [988, 290, 9, 82, 2, 7], [989, 394, 4, 82, 11, 7], [983, 255, 4, 82, 11, 7], [981, 258, 4, 82, 14, 7], [982, 242, 4, 82, 11, 7], [991, 132, 4, 81, 11, 7]]",75
SERVER_21780,2019-12-28 08:41:00,"[[984, 132, 4, 73, 1, 0], [991, 132, 4, 73, 1, 0], [981, 258, 4, 72, 3, 7], [982, 242, 4, 72, 2, 7], [985, 986, 4, 72, 2, 7], [984, 132, 9, 72, 1, 0], [991, 132, 9, 72, 1, 0], [985, 986, 9, 71, 2, 7]]",75
SERVER_21646,2020-06-25 13:13:00,"[[984, 132, 4, 80, 1, 0], [991, 132, 4, 80, 1, 0], [985, 986, 4, 79, 2, 8], [984, 132, 9, 79, 1, 0], [991, 132, 9, 79, 1, 0], [985, 986, 9, 78, 2, 8], [981, 258, 4, 78, 3, 8], [982, 242, 4, 77, 2, 7]]",75
SERVER_22236,2020-10-18 11:14:00,"[[985, 986, 4, 29, 7, 6], [982, 242, 4, 27, 7, 6], [981, 258, 4, 27, 10, 6], [985, 986, 9, 26, 7, 5]]",75
SERVER_22438,2020-06-13 05:51:00,"[[991, 132, 4, 76, 1, 0], [984, 132, 4, 76, 1, 0]]",75
SERVER_21611,2020-04-26 18:22:00,"[[782, 23, 4, 53, 17, 7], [985, 986, 4, 11, 1, 0]]",75
SERVER_22371,2020-06-26 05:20:00,"[[991, 132, 4, 84, 1, 0], [979, 132, 0, 84, 2, 5], [984, 132, 4, 84, 1, 0], [980, 132, 0, 84, 2, 5], [985, 986, 4, 84, 1, 0], [991, 132, 9, 84, 1, 0], [984, 132, 9, 84, 1, 0], [985, 986, 9, 84, 1, 0], [981, 258, 4, 84, 2, 3], [982, 242, 4, 84, 1, 0]]",75
SERVER_21922,2020-03-19 21:11:00,"[[981, 258, 4, 65, 2, 5], [991, 132, 9, 59, 1, 0], [982, 243, 4, 59, 1, 0], [979, 132, 0, 59, 1, 0], [980, 132, 0, 59, 1, 0], [984, 132, 9, 59, 1, 0]]",75
SERVER_21668,2020-03-29 09:59:00,"[[782, 23, 4, 91, 1, 0], [782, 23, 4, 33, 13, 7]]",75
SERVER_22136,2020-03-06 12:37:00,"[[782, 23, 4, 98, 1, 0], [782, 23, 4, 87, 14, 9]]",75
SERVER_21633,2020-04-09 23:15:00,"[[991, 132, 4, 81, 1, 0], [984, 132, 4, 81, 1, 0], [985, 986, 4, 80, 2, 8], [991, 132, 9, 80, 1, 0], [984, 132, 9, 80, 1, 0], [985, 986, 9, 80, 2, 8], [981, 258, 4, 80, 4, 8], [1005, 132, 9, 72, 2, 7], [982, 242, 4, 72, 2, 7]]",75
SERVER_22392,2020-09-27 09:20:00,"[[985, 986, 4, 39, 1, 0], [985, 986, 9, 37, 1, 0], [981, 258, 4, 37, 2, 4], [982, 242, 4, 36, 1, 0]]",75
SERVER_21681,2020-05-02 11:43:00,"[[991, 132, 4, 79, 1, 0], [984, 132, 4, 79, 1, 0], [984, 132, 9, 78, 1, 0], [985, 986, 4, 78, 2, 8], [991, 132, 9, 78, 1, 0], [985, 986, 9, 77, 2, 8], [981, 258, 4, 77, 4, 8], [982, 242, 4, 76, 2, 7]]",75
SERVER_22068,2020-06-20 21:16:00,"[[991, 132, 4, 87, 1, 0], [984, 132, 4, 87, 1, 0], [985, 986, 4, 87, 3, 9], [984, 132, 9, 87, 1, 0], [991, 132, 9, 87, 1, 0], [985, 986, 9, 87, 3, 9], [981, 258, 4, 87, 5, 9], [982, 242, 4, 86, 3, 8]]",75
SERVER_22097,2020-10-22 07:07:00,"[[984, 132, 4, 67, 1, 0], [991, 132, 4, 67, 1, 0], [985, 986, 4, 65, 2, 7], [984, 132, 9, 65, 1, 0], [991, 132, 9, 65, 1, 0], [981, 258, 4, 63, 2, 6], [985, 986, 9, 63, 1, 0], [982, 242, 4, 52, 1, 0]]",75
SERVER_22127,2020-01-29 17:17:00,"[[991, 132, 4, 77, 1, 0], [984, 132, 4, 77, 1, 0], [985, 986, 4, 76, 6, 7], [984, 132, 9, 76, 1, 0], [991, 132, 9, 76, 1, 0], [985, 986, 9, 75, 6, 7], [981, 258, 4, 75, 9, 7], [982, 242, 4, 74, 6, 7], [989, 394, 4, 73, 5, 7]]",75
SERVER_21883,2020-05-10 13:48:00,"[[984, 132, 4, 30, 1, 0], [981, 258, 4, 28, 2, 3], [982, 243, 4, 27, 1, 0], [984, 132, 9, 27, 1, 0]]",75
SERVER_21650,2020-09-26 14:43:00,"[[984, 132, 4, 79, 1, 0], [991, 132, 4, 79, 1, 0], [985, 986, 4, 78, 1, 0], [991, 132, 9, 78, 1, 0], [984, 132, 9, 78, 1, 0], [981, 258, 4, 78, 2, 7], [985, 986, 9, 78, 1, 0], [1005, 132, 9, 71, 1, 0], [982, 242, 4, 71, 1, 0]]",75
SERVER_22308,2020-03-12 22:31:00,"[[985, 986, 4, 44, 4, 7], [981, 258, 4, 40, 6, 7], [985, 986, 9, 40, 4, 7], [982, 242, 4, 33, 4, 7]]",75
SERVER_21646,2020-08-15 20:33:00,"[[985, 986, 4, 37, 1, 0], [985, 986, 9, 34, 1, 0], [981, 258, 4, 34, 2, 4], [982, 242, 4, 33, 1, 0]]",75
SERVER_22042,2020-07-27 08:11:00,"[[985, 986, 4, 34, 2, 5], [981, 258, 4, 31, 4, 5], [985, 986, 9, 31, 2, 5], [982, 242, 4, 31, 2, 5]]",75
SERVER_21702,2020-02-19 20:47:00,"[[985, 986, 4, 40, 1, 0], [981, 258, 4, 36, 2, 5], [985, 986, 9, 36, 1, 0], [982, 242, 4, 32, 1, 0]]",75
SERVER_21908,2020-09-10 17:46:00,"[[983, 255, 4, 100, 1, 0], [991, 132, 4, 78, 1, 0], [984, 132, 4, 78, 1, 0], [985, 986, 4, 77, 1, 0], [991, 132, 9, 77, 1, 0], [984, 132, 9, 77, 1, 0], [985, 986, 9, 77, 1, 0], [981, 258, 4, 77, 2, 1], [982, 242, 4, 77, 1, 0]]",75
SERVER_22405,2020-08-11 20:58:00,"[[782, 23, 4, 48, 15, 7]]",75
SERVER_21933,2020-06-16 09:16:00,"[[991, 132, 4, 81, 1, 0], [984, 132, 4, 81, 1, 0], [985, 986, 4, 80, 2, 8], [984, 132, 9, 80, 1, 0], [991, 132, 9, 80, 1, 0], [985, 986, 9, 80, 2, 8], [981, 258, 4, 80, 4, 8], [982, 242, 4, 79, 2, 7]]",75
SERVER_22158,2020-02-01 09:17:00,"[[980, 132, 4, 79, 1, 0], [979, 132, 4, 79, 1, 0]]",75
SERVER_22199,2019-12-28 06:33:00,"[[991, 132, 4, 67, 1, 0], [981, 258, 4, 66, 3, 5], [983, 255, 4, 66, 1, 0], [982, 242, 4, 66, 1, 0], [982, 243, 4, 65, 1, 0]]",75
